id,customer_age_sales_interaction,utilization_ratio,combined_plus,discount_category,seat_utilisation_result,target,category_sale_Negative,category_sale_Neutral,category_sale_Positive,subscription_renewal
476335,17,1.0,2.0,1,0,1,0,0,1,13
11126390,6,1.0,2.0,1,0,1,0,0,1,13
9043466,17,1.0,3.0,1,0,1,0,0,1,13
2328487,0,1.0,0.0,1,0,1,1,0,0,13
18354320,0,1.0,1.0,1,0,1,0,1,0,13
9004984,0,1.0,0.0,1,0,1,1,0,0,13
10967092,0,1.0,1.0,1,0,1,0,1,0,13
9999715,10,1.0,2.0,1,0,1,0,0,1,13
2458864,0,1.0,1.0,1,0,1,0,1,0,13
12791979,0,1.0,1.0,1,0,1,0,1,0,13
9008035,14,1.0,2.0,1,0,0,0,0,1,12
9008035,14,1.0,2.0,1,0,0,0,0,1,12
9203571,15,1.0,3.0,1,0,1,0,0,1,13
14450264,6,1.0,2.0,1,0,1,0,0,1,13
9669396,0,1.0,,1,0,1,1,0,0,13
12472512,3,1.0,2.0,1,0,1,0,0,1,13
9003424,17,1.0,3.0,1,0,1,0,0,1,13
9023808,0,1.0,0.0,1,0,1,1,0,0,13
9327351,0,1.0,,1,0,1,1,0,0,13
18410807,17,1.0,2.0,1,0,1,0,0,1,13
2437417,17,1.0,2.0,1,0,1,0,0,1,13
9021938,17,1.0,3.0,1,0,1,0,0,1,13
2458020,17,1.0,2.0,1,0,1,0,0,1,13
13993883,0,1.0,,1,0,1,1,0,0,13
9071046,0,1.0,1.0,1,0,1,0,1,0,13
9026440,17,1.0,2.0,1,0,1,0,0,1,13
2463960,0,1.0,1.0,1,0,1,0,1,0,13
10364413,0,1.0,0.0,1,0,1,1,0,0,13
2449317,16,1.0,2.0,1,0,1,0,0,1,13
2473478,0,1.0,1.0,1,0,1,0,1,0,13
2439200,0,1.0,0.0,1,0,1,1,0,0,13
2452274,0,1.0,1.0,1,0,1,0,1,0,13
18391348,0,1.0,,1,0,1,1,0,0,13
2476016,17,1.0,2.0,1,0,1,0,0,1,13
2453701,0,1.0,,1,0,1,1,0,0,13
11265556,0,1.0,,1,0,1,1,0,0,13
2468805,0,1.0,0.0,1,0,1,1,0,0,13
11200796,14,1.0,2.0,1,0,1,0,0,1,13
11118444,6,1.0,2.0,0,0,0,0,0,1,12
9023120,0,1.0,,1,0,1,1,0,0,13
9383192,0,1.0,,1,0,1,1,0,0,13
9803968,0,1.0,1.0,1,0,1,0,1,0,13
9031290,0,1.0,1.0,1,0,1,0,1,0,13
9029087,0,1.0,,1,0,1,1,0,0,13
2473827,17,1.0,2.0,1,0,1,0,0,1,13
9086153,0,1.0,,1,0,1,1,0,0,13
9003408,17,1.0,2.0,1,0,1,0,0,1,13
9014366,16,1.0,2.0,1,0,1,0,0,1,13
2448264,17,1.0,2.0,1,0,1,0,0,1,13
9026918,0,1.0,0.0,1,0,1,1,0,0,13
2463786,17,1.0,2.0,1,0,1,0,0,1,13
2461549,17,1.0,2.0,1,0,1,0,0,1,13
2465336,0,1.0,,1,0,1,1,0,0,13
12472512,0,1.0,,1,1,1,1,0,0,13
2469170,17,1.0,3.0,1,0,1,0,0,1,13
9037476,0,1.0,,1,0,1,1,0,0,13
2464850,0,1.0,,1,0,1,1,0,0,13
2457464,0,1.0,1.0,1,0,1,0,1,0,13
2447281,0,1.0,,1,0,1,1,0,0,13
2457464,0,1.0,1.0,1,0,1,0,1,0,13
2450157,16,1.0,2.0,1,0,1,0,0,1,13
9027650,0,1.0,1.0,1,0,1,0,1,0,13
9041676,0,1.0,1.0,1,0,1,0,1,0,13
9014565,0,1.0,1.0,1,0,1,0,1,0,13
9036481,0,1.0,1.0,1,0,1,0,1,0,13
9028070,0,1.0,1.0,1,0,1,0,1,0,13
2476152,17,1.0,2.0,1,0,1,0,0,1,13
18057083,0,1.0,,1,0,1,1,0,0,13
9035528,0,1.0,,1,0,1,1,0,0,13
2453581,17,1.0,2.0,1,0,1,0,0,1,13
2473799,0,1.0,1.0,1,0,1,0,1,0,13
2468805,0,1.0,0.0,1,0,1,1,0,0,13
2474070,0,1.0,0.0,1,0,1,1,0,0,13
11201598,5,1.0,2.0,1,0,1,0,0,1,13
2379983,17,1.0,2.0,1,0,1,0,0,1,13
2457132,0,1.0377358490566038,,1,1,1,1,0,0,13
18409956,0,1.0,,1,0,1,1,0,0,13
18149360,17,1.0,2.0,1,0,1,0,0,1,13
18149360,16,1.0,2.0,1,0,1,0,0,1,13
17630843,0,1.0,1.0,1,0,1,0,1,0,13
9079368,16,1.0,2.0,1,0,1,0,0,1,13
10592358,0,1.0,,1,0,1,1,0,0,13
9034089,0,1.0,,1,0,1,1,0,0,13
18354320,0,1.0,1.0,1,0,1,0,1,0,13
9747161,12,1.0,2.0,1,0,1,0,0,1,13
9034647,17,1.0,2.0,1,0,1,0,0,1,13
9702646,12,1.0,2.0,1,0,1,0,0,1,13
9001490,17,1.0,2.0,1,0,1,0,0,1,13
10535735,0,1.0,,1,0,1,1,0,0,13
2454712,0,1.0,,1,0,1,1,0,0,13
2453288,17,1.0,2.0,1,0,1,0,0,1,13
18410392,0,1.0,1.0,1,0,1,0,1,0,13
2319823,0,1.0,,1,0,1,1,0,0,13
9129318,0,1.0,,1,1,1,1,0,0,13
2481898,0,1.0,1.0,1,0,1,0,1,0,13
9004606,0,1.0,,1,0,1,1,0,0,13
2475394,0,1.0,1.0,1,0,1,0,1,0,13
15078349,17,1.0,2.0,1,0,1,0,0,1,13
2481325,0,1.0,,1,0,1,1,0,0,13
2396226,0,1.0,0.0,1,0,1,1,0,0,13
9021651,0,1.0,,1,0,1,1,0,0,13
9022776,17,1.0,2.0,1,0,1,0,0,1,13
9242624,0,1.0,,1,0,1,1,0,0,13
2474033,0,1.0,,1,0,1,1,0,0,13
9026440,0,1.0,,1,0,1,1,0,0,13
9056184,0,0.8571428571428571,,1,1,1,1,0,0,13
2482561,0,1.0,,1,0,1,1,0,0,13
2456281,0,1.0,0.0,1,0,1,1,0,0,13
11249333,6,1.0,2.0,1,0,1,0,0,1,13
9021732,0,1.0,0.0,1,0,1,1,0,0,13
9059722,17,1.0,3.0,1,0,1,0,0,1,13
2433825,0,1.0,0.0,1,0,1,1,0,0,13
18127929,0,1.0,,1,0,1,1,0,0,13
18410388,0,1.0,1.0,1,0,1,0,1,0,13
2462717,16,1.0,3.0,1,0,1,0,0,1,13
2453359,0,1.0,,1,0,1,1,0,0,13
10575478,8,1.0,3.0,1,0,1,0,0,1,13
9258120,11,1.0,2.0,1,0,1,0,0,1,13
2468303,0,1.0,0.0,1,0,1,1,0,0,13
9004478,0,1.0,,1,0,1,1,0,0,13
18390982,0,1.0,,1,0,1,1,0,0,13
9023149,16,1.0,2.0,1,0,1,0,0,1,13
2481177,0,1.0,,1,0,1,1,0,0,13
9001356,17,1.0,2.0,1,0,1,0,0,1,13
2470297,0,1.0,,1,0,1,1,0,0,13
11604060,0,1.0,1.0,1,0,1,0,1,0,13
2390400,0,1.0,,1,0,1,1,0,0,13
2464269,16,1.0,2.0,1,0,1,0,0,1,13
9001380,0,1.0,0.0,1,0,1,1,0,0,13
9021651,0,1.0,,1,0,1,1,0,0,13
2449317,0,1.0,,1,0,1,1,0,0,13
2472373,0,1.1666666666666667,,1,0,1,1,0,0,13
2452751,0,1.0,,1,0,1,1,0,0,13
2457731,0,1.0,0.0,1,0,1,1,0,0,13
2450544,0,1.0,1.0,1,0,1,0,1,0,13
9021157,17,1.0,3.0,1,0,1,0,0,1,13
2447191,0,1.0,,1,0,1,1,0,0,13
1286382,0,1.0,,1,0,1,1,0,0,13
2478470,0,1.0,,1,0,1,1,0,0,13
9036591,17,1.0,3.0,1,0,1,0,0,1,13
2331419,0,1.0,,1,0,1,1,0,0,13
2475429,0,1.0,,1,0,1,1,0,0,13
2475334,0,1.0,0.0,1,0,1,1,0,0,13
2479512,13,1.0,2.0,1,0,1,0,0,1,13
9032708,0,1.0,,1,0,1,1,0,0,13
2461834,17,1.0,2.0,1,0,1,0,0,1,13
2445795,0,1.0,0.0,1,0,1,1,0,0,13
2469134,16,1.0,3.0,1,0,1,0,0,1,13
2447281,17,1.5,2.0,1,0,1,0,0,1,13
11633303,44,1.0,2.0,1,0,1,0,0,1,13
2445669,0,1.1333333333333333,1.0,1,0,1,0,1,0,13
18362858,0,1.0,1.0,1,0,1,0,1,0,13
2375196,0,1.0,1.0,1,0,1,0,1,0,13
9892189,0,1.0,1.0,1,0,1,0,1,0,13
9031450,0,1.0,,1,0,1,1,0,0,13
2483334,0,1.1,,1,0,1,1,0,0,13
2475019,17,1.0,2.0,1,1,1,0,0,1,13
9471063,13,1.0,2.0,1,0,1,0,0,1,13
2478834,0,1.0,1.0,1,0,1,0,1,0,13
16385554,16,1.0,2.0,1,0,1,0,0,1,13
9005021,0,1.0,,1,0,1,1,0,0,13
2476115,17,1.0,3.0,1,0,1,0,0,1,13
9051235,17,1.0,2.0,1,0,1,0,0,1,13
9391855,0,1.0,,1,0,1,1,0,0,13
9018166,0,1.0,0.0,1,0,1,1,0,0,13
9897409,11,1.0,2.0,1,0,1,0,0,1,13
18410412,0,1.0,1.0,1,0,1,0,1,0,13
2461712,0,1.0,,1,0,1,1,0,0,13
2472640,0,1.0,1.0,1,0,1,0,1,0,13
2469134,15,1.5,3.0,1,0,1,0,0,1,13
2464850,0,0.1666666666666666,,1,0,1,1,0,0,13
2442325,0,1.0,0.0,1,0,0,1,0,0,7
9008468,17,1.0,2.0,1,0,1,0,0,1,13
109835,44,1.0,3.0,1,0,1,0,0,1,13
9075221,16,1.0,2.0,1,0,1,0,0,1,13
18410830,16,1.0,2.0,1,0,1,0,0,1,13
9022859,0,1.0,1.0,1,0,1,0,1,0,13
9031253,17,1.0,3.0,1,0,1,0,0,1,13
9003316,17,1.0,2.0,1,0,1,0,0,1,13
2468132,0,0.3333333333333333,1.0,1,0,1,0,1,0,13
9036732,17,1.0,2.0,1,0,1,0,0,1,13
2482605,0,1.0,,1,0,1,1,0,0,13
9059722,16,0.8461538461538461,3.0,0,1,1,0,0,1,13
2351429,0,1.0,,1,0,1,1,0,0,13
18127929,0,1.0,1.0,1,0,1,0,1,0,13
2462717,0,1.0,,1,0,1,1,0,0,13
9034076,0,1.0,1.0,1,0,1,0,1,0,13
9034076,0,1.0,,1,0,1,1,0,0,13
9004072,0,1.0,,1,0,1,1,0,0,13
18390619,17,1.0,2.0,1,0,1,0,0,1,13
2453359,0,1.0,,1,0,1,1,0,0,13
10148809,14,1.0,3.0,1,0,1,0,0,1,13
9029612,0,1.0,1.0,1,0,0,0,1,0,10
10715453,0,1.0,1.0,1,0,1,0,1,0,13
2449949,0,1.0,1.0,1,0,1,0,1,0,13
16164717,0,1.0,,1,1,1,1,0,0,13
9019742,17,1.0,3.0,1,0,1,0,0,1,13
16090733,0,1.0,1.0,1,0,1,0,1,0,13
9002159,16,1.0,3.0,1,0,1,0,0,1,13
2414128,16,1.0,2.0,1,0,1,0,0,1,13
2480262,0,1.0,0.0,1,0,1,1,0,0,13
9030043,16,1.0,2.0,1,0,1,0,0,1,13
9028695,17,1.0,3.0,1,0,1,0,0,1,13
2438346,17,1.0,2.0,1,0,1,0,0,1,13
2466569,17,1.0,3.0,1,0,1,0,0,1,13
2463062,17,1.0,3.0,1,0,1,0,0,1,13
18839586,0,1.0,1.0,1,0,1,0,1,0,13
15336980,0,1.0,,1,0,0,1,0,0,9
9014349,15,1.0,3.0,1,1,1,0,0,1,13
2451881,0,1.0,,1,0,1,1,0,0,13
12581551,4,1.0,2.0,1,0,1,0,0,1,13
11272416,6,1.0,2.0,1,0,1,0,0,1,13
9357280,0,1.0,1.0,1,0,1,0,1,0,13
2357251,0,1.0,0.0,1,0,1,1,0,0,13
2465581,17,1.0,2.0,1,0,1,0,0,1,13
9000240,17,1.0,2.0,1,0,1,0,0,1,13
14142262,2,1.0,2.0,1,0,1,0,0,1,13
2375471,17,1.0,2.0,1,0,1,0,0,1,13
2462569,0,1.0,1.0,1,0,1,0,1,0,13
9662440,11,1.0,3.0,1,0,1,0,0,1,13
2483316,0,1.0,0.0,1,0,1,1,0,0,13
2452556,17,1.0,3.0,1,0,1,0,0,1,13
2462717,17,1.0,3.0,1,0,1,0,0,1,13
9036591,17,1.0,3.0,1,0,1,0,0,1,13
10148809,14,1.0,3.0,1,0,1,0,0,1,13
9016394,17,1.0,2.0,1,0,1,0,0,1,13
12791979,0,1.0,,1,0,1,1,0,0,13
2452905,0,1.0,1.0,1,0,1,0,1,0,13
9033523,13,1.0,3.0,1,0,1,0,0,1,13
9028182,0,1.0,1.0,1,0,1,0,1,0,13
16090733,0,1.0,1.0,1,0,1,0,1,0,13
2451330,16,1.0,2.0,1,0,1,0,0,1,13
2451905,16,1.0,2.0,1,0,1,0,0,1,13
2453288,0,1.0,,1,0,1,1,0,0,13
2457086,17,1.0,2.0,1,0,1,0,0,1,13
2467540,0,1.0,1.0,1,0,0,0,1,0,7
9014349,15,1.0,3.0,1,0,1,0,0,1,13
10281567,9,1.0,2.0,1,0,1,0,0,1,13
2474309,0,1.0,0.0,1,0,0,1,0,0,4
9028556,0,1.0,,1,0,1,1,0,0,13
10489734,0,1.0,,1,0,1,1,0,0,13
18411228,0,1.0,1.0,1,0,1,0,1,0,13
15702888,0,1.0,1.0,1,0,0,0,1,0,12
16079210,0,1.0,1.0,1,0,1,0,1,0,13
9007298,0,1.0,,1,0,1,1,0,0,13
18409944,0,1.0,1.0,1,0,1,0,1,0,13
9034141,0,1.0,1.0,1,0,1,0,1,0,13
2478316,17,1.0588235294117647,3.0,0,0,1,0,0,1,13
18409542,17,1.0,3.0,1,0,1,0,0,1,13
2456801,0,1.0,,1,0,1,1,0,0,13
9026942,0,1.0,,1,0,1,1,0,0,13
2393214,0,1.0,0.0,1,0,1,1,0,0,13
9019962,0,1.0,,1,0,1,1,0,0,13
9164427,16,1.0,3.0,1,0,1,0,0,1,13
12537206,4,1.0,2.0,1,0,1,0,0,1,13
9003564,0,1.0,,1,0,1,1,0,0,13
12472512,3,1.0,2.0,1,0,1,0,0,1,13
2472417,17,1.0,2.0,1,0,1,0,0,1,13
11604060,0,1.0,,1,0,1,1,0,0,13
14459683,2,1.0,2.0,1,0,1,0,0,1,13
2481325,0,1.0,,1,0,1,1,0,0,13
9071046,0,1.0,,1,0,1,1,0,0,13
2468132,0,0.6,,1,1,1,1,0,0,13
2471256,17,1.0,2.0,1,0,1,0,0,1,13
9034076,0,1.0,1.0,1,0,1,0,1,0,13
9000101,0,1.0,,1,0,1,1,0,0,13
9603377,0,1.0,1.0,1,0,1,0,1,0,13
9036409,14,1.0,2.0,1,0,1,0,0,1,13
11201598,5,1.0,2.0,1,0,1,0,0,1,13
9035932,0,1.0,1.0,1,0,1,0,1,0,13
10355825,0,1.0,0.0,1,0,1,1,0,0,13
18410392,0,1.0,1.0,1,0,1,0,1,0,13
2464269,0,0.3333333333333333,,1,1,1,1,0,0,13
9056802,0,1.0,0.0,1,0,1,1,0,0,13
9384676,0,1.0,,1,0,1,1,0,0,13
2480393,17,1.0,2.0,1,0,1,0,0,1,13
9014565,0,1.0,1.0,1,0,1,0,1,0,13
9311958,14,1.0,2.0,1,1,1,0,0,1,13
2450544,0,1.0,,1,0,1,1,0,0,13
9031987,14,1.0,3.0,1,0,1,0,0,1,13
9036591,17,1.0,3.0,1,0,1,0,0,1,13
2473315,0,1.0,,1,0,1,1,0,0,13
10575478,0,1.0,,1,0,1,1,0,0,13
9021088,17,1.0,2.0,1,0,1,0,0,1,13
9332838,0,1.0,,1,0,1,1,0,0,13
2457657,0,1.0,0.0,1,0,1,1,0,0,13
2476200,17,1.0,2.0,1,0,1,0,0,1,13
2461723,0,1.0,,1,0,1,1,0,0,13
9754365,0,1.0,,1,0,1,1,0,0,13
9004478,0,1.0,,1,0,1,1,0,0,13
9028996,17,1.0,2.0,1,0,1,0,0,1,13
11096413,0,1.0,,1,0,1,1,0,0,13
2448185,17,1.0,3.0,1,0,1,0,0,1,13
11633303,0,1.0,,1,1,1,1,0,0,13
18411233,0,1.0,1.0,1,0,1,0,1,0,13
2452473,17,1.0,2.0,1,0,1,0,0,1,13
9027650,0,1.0,1.0,1,0,1,0,1,0,13
18410830,0,1.0,,1,0,1,1,0,0,13
10159761,0,1.0,1.0,1,0,1,0,1,0,13
9071046,0,1.0,1.0,1,0,1,0,1,0,13
2450463,0,1.0,,1,0,1,1,0,0,13
14142262,2,1.0,2.0,1,0,1,0,0,1,13
2448716,16,1.0,2.0,1,0,1,0,0,1,13
9021422,0,1.0,1.0,1,0,1,0,1,0,13
9029087,17,1.0,3.0,1,0,1,0,0,1,13
9021732,0,1.0,0.0,1,0,1,1,0,0,13
9037279,17,1.0,2.0,1,0,1,0,0,1,13
9021157,0,1.0,,1,0,1,1,0,0,13
18410409,0,1.0,1.0,1,0,1,0,1,0,13
2436197,0,1.0,,1,0,1,1,0,0,13
11710046,5,1.0,2.0,1,0,1,0,0,1,13
9000101,17,1.0,2.0,1,0,1,0,0,1,13
12382809,0,1.0,,1,0,1,1,0,0,13
2464445,17,1.0,2.0,1,0,1,0,0,1,13
2449227,0,1.0,1.0,1,0,1,0,1,0,13
9016383,17,1.0,2.0,1,0,1,0,0,1,13
9019294,0,1.0,,1,0,1,1,0,0,13
2466490,17,1.0,2.0,1,0,1,0,0,1,13
14674125,1,1.0,2.0,1,0,0,0,0,1,12
9003725,0,1.0,,1,0,1,1,0,0,13
9005538,16,1.0,3.0,1,0,1,0,0,1,13
2464578,12,1.0,2.0,1,0,1,0,0,1,13
11633303,0,1.0,,1,0,1,1,0,0,13
9585745,13,1.0,3.0,1,0,1,0,0,1,13
2481205,0,1.0,,1,0,1,1,0,0,13
10473228,9,1.0434782608695652,2.0,1,1,1,0,0,1,13
10909526,0,1.0,1.0,1,0,1,0,1,0,13
2396226,0,1.0,0.0,1,0,1,1,0,0,13
2262012,0,1.0,,1,0,1,1,0,0,13
9611076,0,1.0,,1,0,1,1,0,0,13
12567490,0,1.0,1.0,1,0,1,0,1,0,13
2446468,0,1.0,0.0,1,0,1,1,0,0,13
2375196,0,1.0,1.0,1,0,1,0,1,0,13
127332,16,1.434782608695652,3.0,1,0,1,0,0,1,13
9173832,0,1.0,1.0,1,0,1,0,1,0,13
9005295,14,1.0,3.0,1,0,1,0,0,1,13
2480410,17,1.0,2.0,1,0,1,0,0,1,13
18410404,0,1.0,,1,0,1,1,0,0,13
18409554,0,1.0,,1,0,1,1,0,0,13
2441230,17,1.0,2.0,1,0,1,0,0,1,13
18409554,0,1.0,1.0,1,0,1,0,1,0,13
2351429,0,1.0,0.0,1,0,1,1,0,0,13
2255243,0,1.0,0.0,1,0,1,1,0,0,13
18127937,17,1.0,2.0,1,0,1,0,0,1,13
2235384,20,1.0,2.0,1,0,1,0,0,1,13
9021826,0,1.0,1.0,1,0,1,0,1,0,13
2479749,0,1.0,,1,0,1,1,0,0,13
12672269,17,1.0,3.0,1,0,1,0,0,1,13
10575478,0,1.0,,1,0,1,1,0,0,13
2476991,17,1.0,2.0,1,0,1,0,0,1,13
2454576,17,1.0,2.0,1,0,1,0,0,1,13
2454576,17,1.0,2.0,1,0,1,0,0,1,13
9182542,15,1.0,2.0,1,0,1,0,0,1,13
2459144,0,1.0,1.0,1,1,1,0,1,0,13
2457132,0,1.0,,1,0,1,1,0,0,13
2473570,17,1.0,3.0,1,0,1,0,0,1,13
10243552,10,1.0,3.0,1,0,1,0,0,1,13
9021938,17,1.0,3.0,1,0,1,0,0,1,13
14071267,17,1.25,2.0,1,0,1,0,0,1,13
2461772,0,1.0,,1,0,1,1,0,0,13
2455695,0,1.0,,1,0,1,1,0,0,13
16087982,0,1.0,1.0,1,1,1,0,1,0,13
2446956,0,1.0,,1,0,1,1,0,0,13
9025908,0,1.0,0.0,1,0,1,1,0,0,13
2452370,0,1.0,1.0,1,0,1,0,1,0,13
2478411,0,1.0,,1,0,1,1,0,0,13
2477792,17,1.0,2.0,1,0,1,0,0,1,13
2458306,0,1.0,,1,0,1,1,0,0,13
10442134,8,1.0,2.0,1,0,1,0,0,1,13
9332838,0,1.0,,1,0,1,1,0,0,13
9332838,0,1.0,0.0,1,0,1,1,0,0,13
2468511,0,1.0,,1,0,0,1,0,0,12
2466490,17,1.0,2.0,1,0,1,0,0,1,13
2481280,0,1.0,,1,0,1,1,0,0,13
9021651,0,1.0,1.0,1,0,1,0,1,0,13
9038285,0,1.0,0.0,1,0,1,1,0,0,13
10445041,9,1.0,2.0,1,0,1,0,0,1,13
2467880,0,1.0,0.0,1,0,1,1,0,0,13
2375471,17,1.0909090909090908,2.0,1,0,1,0,0,1,13
2325725,0,1.0,0.0,1,0,1,1,0,0,13
2471638,0,1.0,,1,0,1,1,0,0,13
2480410,0,1.0,,1,1,1,1,0,0,13
2447191,0,1.0,0.0,1,0,1,1,0,0,13
18410832,17,1.0,2.0,1,0,1,0,0,1,13
9000609,0,0.8,,1,0,1,1,0,0,13
2448001,17,1.0,2.0,1,0,1,0,0,1,13
10575478,8,1.0,3.0,1,0,1,0,0,1,13
2468303,0,1.0,0.0,1,0,1,1,0,0,13
2476991,17,1.0,2.0,1,0,1,0,0,1,13
9075938,0,1.0,,1,0,1,1,0,0,13
2479556,0,1.0,1.0,1,0,1,0,1,0,13
9002897,0,1.0,,1,0,1,1,0,0,13
2437713,0,1.0,0.0,1,0,1,1,0,0,13
9002599,0,1.0,0.0,1,0,1,1,0,0,13
2478636,17,1.0,2.0,1,0,1,0,0,1,13
9001400,17,1.0,3.0,1,0,1,0,0,1,13
2481392,0,1.0,,1,0,1,1,0,0,13
18410798,0,1.0,1.0,1,0,1,0,1,0,13
9018227,0,1.0,,1,0,1,1,0,0,13
9007825,16,1.0,2.0,1,0,1,0,0,1,13
9441150,0,1.0,1.0,1,0,1,0,1,0,13
2479438,17,1.0,2.0,1,0,1,0,0,1,13
2477395,0,1.0,,1,0,1,1,0,0,13
9006660,16,1.0,3.0,1,0,1,0,0,1,13
14331200,0,1.0,1.0,1,0,1,0,1,0,13
18315630,17,1.0,2.0,1,0,1,0,0,1,13
2447191,0,1.0,0.0,1,0,1,1,0,0,13
9773302,0,1.0,,1,0,1,1,0,0,13
14567352,3,1.0,2.0,1,0,1,0,0,1,13
9020100,0,1.0,,1,1,1,1,0,0,13
2483334,17,1.1,2.0,1,0,1,0,0,1,13
2476016,17,1.0,2.0,1,0,1,0,0,1,13
2479290,0,1.0714285714285714,1.0,1,0,1,0,1,0,13
18139241,0,1.0,,1,0,1,1,0,0,13
9019580,0,1.0,,1,0,1,1,0,0,13
2471019,0,1.0,0.0,1,0,1,1,0,0,13
14624810,0,1.0,1.0,1,0,0,0,1,0,6
2449227,0,1.0,1.0,1,0,1,0,1,0,13
11018677,0,1.0,,1,0,1,1,0,0,13
9019962,0,1.0,,1,0,1,1,0,0,13
2468303,0,1.0,0.0,1,0,1,1,0,0,13
2461549,17,1.0,2.0,1,0,1,0,0,1,13
10097075,27,1.0,2.0,1,0,1,0,0,1,13
18390989,0,1.0,,1,0,1,1,0,0,13
2405792,18,1.0,3.0,1,0,1,0,0,1,13
9228504,15,1.0,2.0,1,0,1,0,0,1,13
9897184,11,1.0,2.0,1,0,1,0,0,1,13
2475069,16,1.0,3.0,1,0,1,0,0,1,13
9026296,0,1.0,1.0,1,0,1,0,1,0,13
9001140,16,1.0,2.0,1,0,1,0,0,1,13
9008468,17,1.0,2.0,1,0,1,0,0,1,13
9021938,17,1.0,3.0,1,0,1,0,0,1,13
9084076,17,1.0,2.0,1,0,1,0,0,1,13
2465892,17,1.0,3.0,1,0,1,0,0,1,13
2476321,0,1.0,,1,0,1,1,0,0,13
2481252,0,1.0,,1,0,1,1,0,0,13
9017319,17,1.0,2.0,1,0,1,0,0,1,13
2477855,17,1.0,2.0,1,0,1,0,0,1,13
18362858,0,1.0,,1,0,1,1,0,0,13
11015261,0,1.0,,1,0,1,1,0,0,13
18410811,0,1.0,1.0,1,0,1,0,1,0,13
2466897,0,1.0,0.0,1,0,1,1,0,0,13
2457317,0,1.0,0.0,1,0,1,1,0,0,13
2455113,0,1.0,,1,0,1,1,0,0,13
18410389,0,1.0,,1,0,1,1,0,0,13
10601345,0,1.0,,1,0,1,1,0,0,13
18409537,0,1.0,1.0,1,0,1,0,1,0,13
2462242,0,1.0,1.0,1,0,1,0,1,0,13
2474115,13,1.0,2.0,1,0,1,0,0,1,13
10442134,7,1.0,2.0,1,0,1,0,0,1,13
9034141,0,1.0,1.0,1,0,1,0,1,0,13
12791979,0,0.3333333333333333,1.0,1,1,1,0,1,0,13
2476115,0,1.0,,1,0,1,1,0,0,13
9897409,0,1.0,,1,0,1,1,0,0,13
14450264,5,1.0,2.0,1,0,1,0,0,1,13
9948637,0,1.0,0.0,1,0,1,1,0,0,13
